doc_id,text
952,We've all had to adapt and change in some way while working through the pandemic. Have you learned any new skills? #KFCOVID19 #careers #remotework #workfromhome
953,"Are you puzzled by some of the financial terms flying around in the wake of the #CARES act being approved? Don't know a deferment from a furlough? We've got a short list of the terms you need to know to understand how to take advantage of some of the benefits being offered right now.    Some of the financial terms flying around in the wake of the recently approved Coronavirus Aid, Relief and Economic Security (CARES) Act may be confusing. We have broken down some of the key components and how they relate to the COVID-19 pandemic."
954,"Over the summer, Quest assisted the CDC in collecting vital COVID-19 data for a survey on the prevalence of SARS-CoV-2 antibodies in First Responders and Public Safety Personnel throughout New York City. The results of this survey will be appearing in the March 2021 issue of Emerging Infectious Diseases. Click to read the results ahead of publication."
955,Our favorite color is Chrome - what's yours? : @_pandemic_tjjeep
956,"While time seems to have stood still for many during COVID-19 lockdown, our world is still moving thanks to essential workers, our everyday superheroes. Without your commitment, our world wouldn't be the same. Thank you. #NationalSuperheroDay"
957,Gartner experts Brian Kropp and Emily Rose McRae highlight 9 key trends for #HR leaders that will impact the future of work post #COVID19. These trends include expanded #data collection and a jump in organizational complexity. Read more to determine how your organization can leverage these trends.  #GartnerHR #Coronavirus #CHRO #FutureOfWork
958,"In partnership with technology industry leaders, Comcast Business has unveiled a collection of resources that offers support to businesses of all sizes throughout #COVID19. Learn more.   Comcast Business has unveiled a collection of resources and offers, providing customers with free or discounted access to leading third-party business applications and software to support them as they adjust to working during the COVID-19 pandemic."
959,"Congrats to Elisha Nelson who was named the USA Adaptive Water Ski & Wake Sports Inc. 2020 female athlete of the year!  From a young age, Elisha always loved the water and over the years, with fierce determination, she has risen through the ranks of the sport. Despite the pandemic and many adaptive event cancellations, Elisha finished her season with three new national slalom records!  In July, Elisha heads to nationals, where she hopes to qualify for a spot at the Disabled Waterski Worlds in Bridgewater, Australia in 2022. GO, ELISHA - you got this!  #HangerClinic #LiveEmpowered  cred: Marcus Brown"
960,Our review of various types of companies in #Asia found these 7 actions to be key towards a successful return-to-workplace plan. Learn more   #GartnerHR #Leadership #COVID19
961,"As the business landscape incorporates more remote workers, employers have had to figure out how to adopt and implement a consistent work environment that keeps workers connected, engaged, and productive.    In the span of 18 months, the pandemic has created a seismic shift in our work environments and with it, the concept of the hybrid workplace."
962,What is the most transparent and defendable approach to reprioritize project portfolios during the pandemic and beyond? Gartner analyst Mbula Schoen explains. Read more:  #GartnerPPM #Planning #Leadership
963,"Edison employees are proud to help raise funds to support nonprofits like Direct Relief and Ventura County Community Foundation that help provide food and other necessities to the most vulnerable and at-risk populations in our communities.    With unprecedented need for critical services and essential supplies during COVID-19, employees of Edison International, Southern California Edison and Edison Energy mobilized to donate $259,000 for nonprofits supporting COVID-19 relief efforts. ..."
964,"Remote workforces have been evolving for the past decade; the pandemic just kicked them into high gear. Now, according to the PwC Covid-19 CFO Pulse survey, more than half (56 percent) of CFOs say that their companies are making remote work permanent where possible. SVP Mike Bourke from #Five9 investigates for IT Pro Portal.  #WFO   The right solutions can foster a more engaged workforce that will deliver better customer experiences."
965,"Helping #MakeTomorrowBetter with Meals on Wheels Collin County for Local Seniors     Photo taken prior to COVID-19 How do we drive the same streets day after day, knowing nothing about the nameless faceless people living in the many homes we pass? Who are they? What do they look like? What unique challenges will they face today? One thing is"
966,"Please be aware of continuing and increasingly sophisticated scams surrounding the coronavirus. According to the Federal Trade Commission, Americans have reported losses of over $38.6 million over fraud related to Covid-19 through May 21st of this year. Two of the top ways that victims are being lured in is via robotext and robocall. Scammers often use promises of refunds and ask victims to click on a text link or press a button to continue on to divulge confidential information. These websites and callers often seem legitimate. Below are some tips to safeguard yourself and your finances against robotexts and robocalls. 1. Block robocalls - Many mobile service providers give their customers the ability to do this for free. 2. Don't respond to unknown text messages or pick up calls from unfamiliar phone numbers. If it is a legitimate robocall (like from a pharmacy or doctor's office) they will likely leave a message or reach out in a different way. 3. Stay up-to-date on the latest scams. You can simply visit the FTC's coronavirus scam page to stay informed.  4. Share your suspicions with a friend or relative who can help you to raise a red flag. Remember, if something sounds too good to be true, it probably is."
967,"The LTL freight market continues to experience significant capacity issues. In our latest blog, Echo's CCO Sean Burke describes the top factors currently impacting the LTL market and what you can do to mitigate capacity challenges in 2021. Read the blog:    The LTL market continues to experience significant capacity issues due to the rippling effects of the COVID-19 pandemic as well as regular seasonal spikes. At Echo Global Logistics, we're here to support you during this unprecedented freight market. We want to provide you with market insight to he..."
968,"Was it luck or strategy that kept businesses moving forward during the pandemic? Share your thoughts with us - and listen to Landstar's Road to Success(r) podcast miniseries, Business Route 2020.  #Landstar2020"
969,"In a new blog post, our CEO Steve MacMillan highlights the disproportionate impact of COVID-19 on women's health and how we're trying to address this through efforts like preventative screening:    The COVID-19 pandemic introduced the world to many new challenges--new anxieties, new fears, new ways of working and new ways of socializing--while also putting additional pressure on existing issues and disparities in our societies. One such issue is women's health and well-being."
970,"Temporary business closures have led to a rise in theft and vandalism. Learn how Crawford is helping businesses mitigate these risks.  #CrawfordSolutions   While the nation's population is staying at home to help flatten the infection curve of COVID-19, criminals are taking advantage of the fact that nearly all businesses have had to close their doors. The result is an unprecedented spike in burglaries and vandalism."
971,"Addus HomeCare is working diligently to monitor all updates regarding the recent Coronavirus COVID-19 disease. We are committed to keeping our employees and patients safe during this time. We have published our official COVID-19 Policy and Procedures to our website below.    Addus COVID-19 Policy And Procedures New Mexico Addendum - March 11, 2020"
972,"In light of everything that happened in 2020, consumers have new expectations when it comes to digital banking and payments transactions. Yet, only 32% of businesses have made operational changes to adapt to these new expectations. Read more about what this means in this article from PaymentsJournal:    The impact of the Covid-19 pandemic has caused both businesses and consumers to shift their priorities, but they aren't necessarily prioritizing the same things. According to Experian's Global Insights Report, consumers are engaging with businesses online more than ever before. The study found t..."
973,"Advocates from around the world have joined virtual meetings through the COVID Advocacy Exchange to share lessons learned, collaborate and discuss the challenges patient communities are facing during COVID-19. Watch some key moments from a recent panel discussion, and register for our next session this Thursday, July 23 at 12 p.m. ET #AdvocacyExchange #PatientsFirst #COVID19"
974,"Coronavirus stay-at-home orders have led to fewer people on the road and as a result, many auto insurance companies are offering policyholders relief programs that include refunds, credits or one-time payments. Most programs require no action from the consumer and will be applied automatically. While some German American Insurance customers have already seen refunds, others can expect to see them arriving late May into June, depending on their insurer and refund type. For more information on your specific carrier, you can visit  This website does not represent every participating carrier. If your carrier isn't listed or you have additional questions about your insurance needs call (800) 326-1871 and your German American Insurance agent would be happy to assist you."
975,"It is possible to truly connect with your #customers, even if your interactions are largely virtual. You can keep customers and actually make the #customerexperience better through online chat and #contactcenters. Here's how:   Customer experience has changed as a result of COVID-19; companies must offer meaningful virtual interactions, including live chat and chatbots."
976,"Helping #investor sentiment this morning is optimism about the UK's rollout of #Pfizer's #COVID-19 #vaccine and further hopes for a #stimulus package on our shores.    A volatile stock market, which opened the trading week on a mixed note on Monday, started yesterday's session to the downside following an underwhelming performance off shore in the overnight hours. But that sojourn was brief, and within an hour, or so, the Dow Jones Industrial Average was tiptoeing..."
977,Safety in ACTION... Our commitment to keeping our patients and residents safe goes above and beyond State and Federal requirements! Each new patient is admitted on Admission Observation status for a 14 day period. Patients receive temperature checks and are monitored for changes in condition and routinely tested for COVID-19 at different times during this window. #covidsafety #heroesworkhere #safetyinaction 
978,"""Covid accelerated the role of #technology for supply chains,"" shares Ryan Yost, vice president and general manager, Avery Dennison Printer Solutions, for our latest feature in The Wall Street Journal. Learn more about #supplychain and #logistics technology trends for 2021: "
979,"In an interview with Logistics Management, Echo's CEO Doug Waggoner discusses the state of the freight economy, last year's Peak Season, the ongoing impact of the COVID-19 pandemic, the trucking market, and more. Check out the full interview:    Logistics Management Group News Editor Jeff Berman recently spoke with Doug Waggoner, CEO of Chicago-based Echo Global Logistics about various topics, including: the state of the freight economy, a look back at Peak Season, the ongoing impact of the COVID-19 pandemic, and the trucking market, among...."
980,"These major hotel chains are saying ""thank you"" by making sure all medical workers have a clean and comfortable place to stay. #GoodOutThere   Beginning Monday, Hilton and American Express will donate 1 million hotel rooms for medical professionals during the coronavirus crisis"
981,"As the COVID-19 pandemic continues to spread, homebuyers want an option for full digital closings, including the option to utilize remote online notarization (RON). Black Knight's Expedite Close can help. Learn more: "
982,"Our #1 goal is to protect our customers, and help get them back on their feet. Learn more about our immediate consumer and business programs for those facing financial hardship related to COVID-19.   Programs for our consumer and business customers facing financial hardship"
983,"In this article published in American Bar Association's The Price Point, Joshua Sherman argues that the way in which many state price gouging laws are currently written is inconsistent with a proper empirical analysis of price gouging in the context of long-run events.  #CRACompetition   This article addresses whether state price gouging laws are suitable for addressing price gouging claims in the context of long-run events such as COVID-19."
984,"Join this #webinar on 11/13 featuring Royal National Orthopaedic Hospital NHS Trust: ""Digital Transformation - How Communication Technology is Transforming Hospitals during #COVID19 and Beyond.""   Every day nurses, doctors and other care team members contend with an influx of information across a range of systems and applications that are often working in siloes. But as hospitals embrace digital transformation, how can technology help improve care team collaboration and bring a higher level o..."
985,"CDC recommends social distancing for pets after some test positive for coronavirus  These are the latest recommendations from the CDC for keeping your pets safe: ""Treat pets as you would other human family members - do not let pets interact with people or animals outside the household. If a person inside the household becomes sick, isolate that person from everyone else, including pets.""   The Centers for Disease Control and Prevention (CDC) is recommending people follow the same social distancing guidelines with their pets as they would human family members after a small number of animals, inclu"
986,"There's nothing new about our commitment to the safety and health of our teams. In addition to identifying COVID-19 champions on all job sites to ensure compliance of best practices, we're taking extra precautions to protect our teams who are building America's critical infrastructure.  #inthistogether #flattenthecurve #teamgranite #safetybychoice #teamgranitecares"
987,"As the world steps back and stays home, HCA Healthcare nurses are stepping up. Patrick Pabon, a Sarah Cannon Cancer Network nurse navigator, was asked to assist with COVID-19 screening after his regular work hours. He did not hesitate to offer his time to help his colleagues during this busy time - and not only helped with screening for three days, but also transported patients to their unit when needed. Patrick is the definition of #CaringDuringCOVID19 for going above and beyond for patients every day. #COVID19 #HealthierTomorrows"
988,"""COVID-19 has served as a crash-course in business resilience, and IT pros feel more prepared than ever to deal with future crises."" -- Stan Lequin, VP & GM, Digital Innovation, Insight   By Stan Lequin, vice president and general manager of Digital Innovation, Insight Enterprises"
989,"The United States suffers a crisis in the supply chain along with a professional driver shortage due to the pandemic. Covenant Master Trainer, Nick Barboza, was featured on CNN en Espanol to discuss life as a professional driver in this time. Nick has been with Covenant for more than 23 years and we appreciate his dedication to our students and trainees. #SupplyChain #Pandemic #DriverShortage   Estados Unidos sufre una crisis en la cadena de distribucion de suministros, al igual que todo el mundo por la pandemia. Y otro problema para el pais es | Estados Unidos | CNN"
990,New research on the fast-moving variant suggests that a single shot is not enough to ensure protection against the #COVID19 virus. Read more on our #EurekaBlog:    New research on the fast-moving variant suggests that a single shot is not enough to ensure protection against the COVID-19 virus
991,"The performance gap between traditional & digital jobs is tracked quarterly by the CJoF Index, projecting #thefutureofwork here:    As COVID-19 derails most aspects of our professional and personal lives, most digitally-enabled jobs of the future -- other than those that are health- and wellness-related -- have taken the hardest hit, our latest index reveals."
992,"La crise a limite certaines perspectives de #recrutement, mais a aussi pousse les entreprises a innover ! Dans ce #CSODBlog, focus sur les evolutions constatees     l'annee 2020 a bouleverse l'entreprise, mais aussi sa facon de recruter. Des nouvelles modalite digitales au logiciel de recrutement, voici les tendances de recrutement fortes de l'apres Covid."
993,"250 transactions per day, six days per week, 45 weeks per year. To say payments are an important part of Miller Waste Systems' business is an understatement. When they needed a partner to help them scale up seamlessly to provide their services to even more customers during the pandemic, we delivered.  miller WASTE SYSTEMS ""When When I need something Global Payments makes it happen."" Mike Buchanan VP of Finance at Miller Waste globalpayments ments"
994,"Join The Grow Group at 3pm ET tomorrow for part 2 of their free webinar series on responding to the coronavirus. Register here:    This week are holding a second FREE webinar to share updates on what GLC is doing and answer your questions. Sign up at the link below.  At that link, you'll also find information about Grunder Landscaping Co.'s response, the recording from last week's webinar, and a compilation of questions and answers. We'll keep adding to this page as new information becomes available, bookmark it and use it as a resource in the coming weeks.  "
995,"Vaccine FAQs with Dr. Ben & Glenn  Developed in conjunction with our Chief Medical Officer Dr. Ben Doga, our Director of Risk Operations Glenn Leblanc, and our LHC Group COVID-19 Task Force, this series aims to answer the most frequently asked COVID-19 vaccine-related questions submitted by our employees! Question #3: Do I need the vaccine if I've already had COVID-19? Find out in the video below, and stay tuned for answers to more vaccine-related questions every Tuesday! #COVID19 #SleeveUp"
996,"The COVID-19 pandemic is taking a devastating toll on Black and Latino communities. We're committing $7 million in additional aid to help. Together with The National Urban League, UnidosUS, and many others, we will forge a path forward. Learn more: "
997,Christmas is cancelled.   The government of Sierra Leone has cancelled public Christmas and New Years celebrations amidst an increasing number of new Ebola infections over the past several weeks.
998,"At the height of the COVID-19 crisis, we mobilized to deliver life-saving products around the globe. Our Chairman and CEO Geoff Martha joined Labcorp CEO Adam Schechter and Rite Aid CEO Heyward Donigan to reflect on lessons learned from the pandemic that will be top of mind for years to come.    Medtronic Chairman and CEO Geoff Martha recently joined the leaders from two other major companies for a panel discussion at the Milken Institute's Future of Health Summit"
999,"Our CDO Sanjay Srivastava talks to Dataquest India about the importance of #ArtificialIntelligence in the fight against COVID-19 and Genpact's work with The UK Medicines and Healthcare products Regulatory Agency (MHRA) in this area. To know more about the interview.    As we move into a new world dotted with new challenges and realities, it is interesting to see how we will grapple with AI bias, ethical cross-roads, ..."
1000,PACCAR will continue to provide aftermarket support to its customers who deliver essential infrastructure services to our communities. Keep safe. Keep healthy everybody. . . #TruckersMoveAmerica #PACCARParts #Covid19
1001,"Professor Tone Frost Bathen, leader of the Magnetic Resonance Cancer Group at NTNU - Norges teknisk-naturvitenskapelige universitet speaks to us about why she has valued Nuclear Magnetic Resonance (NMR*) throughout her career. Watch the full interview here:  For more than 30 years, Prof. Bathen has relied on the power of magnetic resonance techniques such as #NMR and Magnetic Resonance Imaging (MRI) to study disease-related metabolites. Prof. Bathen offers insight into how knowledge obtained with NMR-based metabolomics helps in the study of #cancer and how therapeutic approaches might be tailored to the individual. #MakeMRmoreRelevant *Bruker NMR Instruments are for Research Use Only. Not for Use in Clinical Diagnostic Procedures #NMR #MagneticResonance #Metabolomics #Covid19 #LongCovid   Prof. Tone Frost Bathen, leader of the Magnetic Resonance Cancer Group at @NTNU - Norwegian University of Science and Technology, in Trondheim, speaks to us ..."
1002,"George Mason University President Dr. Gregory Washington and our President & CEO Susan Riel and on a tour yesterday of the Covid-19 Vaccination Clinic at the EagleBank Arena. Since early February, this clinic has brought a lot of relief & hope to the Fairfax County community! We visited during their second day of vaccinations for Mason faculty & staff. Read more about this very positive, important & uplifting initiative by George Mason University and Dr. Washington: "
1003,More than 60% of the world's student population has been affected by COVID-19 school closures. Find out why interconnection is essential for delivering #RemoteLearning. 
1004,"As the situation with coronavirus continues to evolve, the safety of our customers and employees is our top priority. We are committed to meeting our customers' expectations for safe, reliable service. NJNG's The SAVEGREEN Project(r) remains open and operating during this time. While our home energy auditors will not be coming into your home at this time, you can still use the following services:  We continue to accept rebate and On-Bill Repayment applications.  The NJNG Marketplace is open - get great deals on energy-saving products:   FREE online home energy audits available:  Questions? We're here for you. Call 877-455-NJNG (6564) or e-mail savegreenrepayment@njng.com."
1005,"Powering an #InclusiveFuture means tackling new challenges with creative solutions. In the midst of the pandemic, our team answered the need for medical protection equipment on the frontlines with more than 20K 3D printed face shields. Read more: "
1006,"In the February issue of IP Literature Watch, we include papers on the development of the Open COVID Pledge and the World Trade Organization proposal to seek a waiver from IP protection for COVID-19 vaccines and treatments. IP Literature Watch provides an overview of recent academic publications gathered by CRA economist Anne Layne-Farrar. Bit.ly/3b5ojZa:=:"
1007,"#RyderCares - ""To make the 12-pallet delivery, the three classmates drove a rented truck from Ryder, which donated 800 miles to the effort, and for about a five-hour drive, they dropped off the donated items to the Window Rock Wellness Center.""   The Navajo Nation, home to roughly 170,000 people, now has more COVID-19 cases per capita than any state in America. Navajo people have a much higher risk for infection (because they carry a higher rate of diabetes and hypertension) and for community spread (because they don't have access to a var..."
1008,"Idaho Virtual Academy at K12 is designed for online learning. In an interview with CBS 2 Boise. Head of School Kelly Edington shared why IDVA is still leading the way and her experience building an online school. Watch now:    Schools across Idaho have transitioned to digital learning, but there is one group of Idaho students for which this is nothing new. Kelly Edginton, Head of School for Idaho Virtual Academy says their school continues to lead the way, online. ""When the pandemic hit, our kids had this unique benefit t..."
1009,"May is #MentalHealthAwarenessMonth. These resources from Mental Health America can help you learn more about mental health & #mentalhealth conditions as well as what people can do if their mental health is a cause for concern.   It's officially #MentalHealthMonth!   This year, we're going #BackToBasics. After more than two years of living in a pandemic, many people are realizing that stress, isolation, and uncertainty have taken a toll on their mental health and well-being.  Our 2022 Mental Health Toolkit provides foundational knowledge about #MentalHealth and mental health conditions, as well as information about what you can do if your mental health is a cause for concern.   Download the toolkit, which includes resources and shareable graphics:   mhanational.org/may:=:"
1010,The IFMA Foundation has published a new pandemic manual for companies planning to open their facilities and resume operations. We are proud to sponsor this important industry resource: 
1011,Enhanced cleaning could help protect your building's occupants through a three-tiered approach: * People-Based Prevention * Using enhanced methods and disinfectants * Clean more frequently  #COVID19 #Infographic
1012,"Amid the #COVID19 pandemic, many have asked, ""How can I help?"" If you're a builder wanting to help your community and support those in need, join us in donating any extra #PPE in your inventory to local hospitals. Even the smallest donation can help save lives. #LPCares #GetMePPE"
1013,"At no time in recent history has a crisis so universally impacted our customers, our communities and our colleagues. This is why the Avangrid Foundation is partnering with leading organizations in the community and across the country, today announcing $1 million in grants dedicated to COVID-19 response. Together with American Red Cross, Meals on Wheels America, Feeding America, Americares and many community partners, the Foundation will support national, regional & local efforts addressing emergency response, health & medical aid, food insecurity, basic needs, and more. Read about it:  #avangridfoundation #hereforgood #GivingTuesdayNow"
1014,"From worsening COVID-19 surges to economic distress and political and social unrest, 2020 has taken a toll on the mental health in communities across the globe. On our blog, learn how we can use technology and data to alleviate the many burdens and stressors experienced in health care.   From worsening COVID-19 surges to economic distress and political and social unrest, people around the world are facing turbulent times, and it's taking a toll on our mental health."
1015,"Today marks the first day of #BlackHistoryMonth. In honor of this period of reflection, we invite you to embark on a 28-day journey of discovery with us. We will share notable ""firsts"" and other pivotal moments in Black history each week. Internally, we are hosting education sessions, webcasts, and panel sessions for our employees. Learn more about Walker & Dunlop's commitment to fostering diversity and inclusion -- both within the firm and in the broader commercial real estate industry -- by clicking here: #BlackExcellence #RepresentationMatters #Leadership #WalkerWay #CRE DAY 3 KIZZMEKIA CORBETT LEAD SCIENTIST ON MODERNA COVID-19 VACCINE TEAM A viral immunologist and research fellow in the Vaccine Research Center of the National Institute of Allergy and Infectious Diseases, Dr. Corbett is the lead scientist on the team that developed the Moderna COVID-19 vaccine. In 2021, she was named one of four ""Heroes of the Year by TIME Magazine. W&D"
1016,"Provident Bank's Edward Galan and Joseph Lomoriello, SVPs/Regional Directors, Commercial Lending, offer their insights on small business funding in an NJCPA article. To read the article visit:    The NJCPA recently asked New Jersey bank executives their views on small business funding as the business community recuperates from the implications of the pandemic. Clearly some owners are still facing challenges, but others are finding new pathways for growth. Here are the bankers' responses ab..."
1017,"Last week, INOVIO closed out a milestone week with the initiation of our COVID-19 DNA vaccine Phase 1 clinical study. On Monday, April 6, the first participant was dosed at one of our trial sites at UPenn with our investigational DNA vaccine INO-4800. Read more in this coronavirus live update in The New York Times (click control/command F + INOVIO for quick access):  #DNAVaccines #DNAMedicines"
1018,"With the pandemic continuing on, CEOs have had to relinquish some critical duties to local leaders. Are they happy about it?  #KFCOVID19 #leadership #management #successionplanning   With the pandemic rolling on, CEOs have had to relinquish some critical duties to local leaders. Are they happy about it?"
1019,"Mike Leick, a patient at Select Specialty Hospital (Omaha, NE) , encourages others to get vaccinated.    In a hospital room surrounded by pictures and grandchildren, Mike Leick reflects on a summer of hardship where he went from being a healthy 65-year-old man to dealing with impending death due to COVID."
1020,"Amidst the #COVID19 pandemic, #opioid overdoses have accelerated. How can #healthcare organizations and communities work together to promote the appropriate use of opioids, reducing risks of addiction, overdose and other adverse events? Register for our #webinar where Meredith Gerland of the National Quality Forum (NQF) will discuss how to equip your organization with an effective opioid stewardship program. Register now: "
1021,"In an effort to stay healthy, many of us are ""going contactless"" with online shopping, home delivery, curbside pick-up, and mobile wallets. We believe now is an excellent time for businesses of all shapes and sizes to tap into the benefits of mobile wallet. #BusinessInsights #MobilePayments #SafeAndSecure Member FDIC.   In the age of COVID-19, the checkout process at stores is shifting. More shoppers are reconsidering handling cash, touching payment terminals, and passing cards back and forth with cashiers. In an effort to stay healthy and reduce the spread of Coronavirus at this critical time, many consumers are g..."
1022,"Compare #COVID-19 case and death data between countries, and examine the effects of #socialdistancing, vaccination, and testing on ""the curve"" with our epidemiology app. "
1023,"Whether it's stool antigen or #UBT for point-of-care, clinics, hospitals or high-volume labs, the Meridian Family of #Hpylori Diagnostic Solutions provides unparalleled market-leading diagnostic accuracy with innovative workflow efficiencies.  H. pylori, Now More Than Ever: Test, Treat, Test! 100+ million infected *pre-pandemic million tested/year *pre-pandemic 98.5 million untreated *pre-pandemic 66% 66% 66% H. pylori Infection Prevalence Estimated 25-30% overall with 66%+ in ethnic metro areas. As essential testing comes back: What's the plan? 66% 66% meridian"
1024,"Governor of Mississippi, Tate Reeves, will join us this week on Wednesday, October 14 as he discusses Protecting the Public and Re-Opening the Economy as part of our virtual symposium COVID-19 R2R: The Road to Recovery. Download the agenda and register now: "
1025,"Dean Kamen, the founder of DEKA Research and Development and the global nonprofit organization FIRST has pooled his business resources to produce millions of medical masks and other protective gear for New Hampshire hospitals. Thank you to this #COVID19Hero.   Inventor and entrepreneur Dean Kamen has procured millions of medical masks and other protective gear for New Hampshire hospitals. Read what makes..."
1026,"Telemedicine was around before the pandemic, but the needs of a virtual world caused use to skyrocket. Will this trend continue post-pandemic? The #NutanixForecast explores:  ARTICLE Telehealth Takes Off in the Wake of COVID-19 Only on THEFORECAST"
1027,"Distributed work is here to stay. It's time to think about building a resilient and future ready security stack. James Alliband explains what tools your organization needs to succeed.   Thanks to COVID-19, security and IT teams like yours responded-- almost overnight-- to a new reality. Organizations rushed to scale up distributed work, sometimes without considering the longer-term cybersecurity implications."
1028,"Despite all the technological advancements of the past century, one simple fact remains: it's people who make businesses successful, says Korn Ferry's CEO, Gary Burnison.  #KFCOVID19 #leadership #management #inclusion   The new CEOs of Nike and UPS took during a time of massive uncertainty. They tell Korn Ferry's Gary Burnison what skills they have relied on."
1029,"US Drillers Add Rigs for Fifth Consecutive Week as Oil Prices Extend Rally   Even though the rig count has climbed for a record 18 months in a row, the weekly increases have mostly been in single digits and oil production is still far from pre-pandemic record levels."
1030,"HR should help managers with 9 specific activities to ensure remote employees get the support they need. Read more:  #GartnerHR #HR #RemoteWork #Leadership #COVID19   Gartner expert Brian Kropp says that during the #COVID19 pandemic, organizations need to focus on employees' emotions to restore productivity and deliver on #employeeexperience. #HR should help managers with 9 specific activities to ensure employees get the support they need. Read more here. #Gart..."
1031,"We are deeply committed to supporting our team members and customers in these unprecedented times of the Coronavirus (COVID-19) pandemic. It's our highest priority to ensure the health, safety and well-being of our team members, while continuing to provide business services to our partners. Learn more about the precautions we're taking here: "
1032,"It's still good to talk! Join us for this #PartnerPowered Zendesk Jasco Webinar on May 26th and find out why Voice is resurgent in our post-pandemic world, plus how to juggle those pesky digital demands. Simply and easily. #digital #webinar #virtualevent Registration and further details:  Five9 26 May 2022 11am- 12pm GMT Dmitriy Anderson CIO AND MARKET DIRECTOR Leroy Merlin and Decathlon Eoin o Cuilleanain SENIOR MANAGER Zendesk Five9 Fireside Chat Virtual Event It's Still Good to Talk Andre Schoeman HEAD PRODUCT MANAGEMENT Jasco Enterprise Ray Kenny TECHNOLOGY ALLIANCES Five9"
1033,"What an exciting first day of TriNet PeopleForce! From COVID to culture to cashflow and so much more--we covered a lot of ground. Check out the recap of day one!  #TriNetPeopleForce #TriNetBlog #IncredibleHR #IncredibleStartsHere   With this year shaped by uncertainty and unpredictability, day one of TriNet PeopleForce included an impressive lineup of distinguished speakers, business leaders and health experts who provided small and medium-size businesses (SMBs) with insights, analysis, and advice on how to move forward in an...."
1034,"As the high winds and heavy rain sweep across NJ, we know that many of you are working and schooling from home. We are prepared to maintain safe, reliable service and in response to COVID-19 have adapted our storm and safety procedures to follow public health guidelines and industry best practices. We remind you that our crews are unable to work in bucket trucks to make repairs until winds return to non-hazardous levels, and thank you for your patience as we safely restore power as quickly as possible.   For more before, during and after-storm info and the latest up-to-date outage information"
1035,First case of MERS reported May 2 in US. #Healthcare worker flew into O'Hare Airport and took a bus to Indiana.    CDC Coronavirus: Coronaviruses are common throughout the world. They can infect people and animals. Five different coronaviruses can infect people and make them sick. They usually cause mild to moderate upper-respiratory illness.
1036," Summer Salomenson, VP of Content Product and all-star host of the #HRLabs season 4 #podcast, is featured in the Training Industry Inc. magazine on the topic: How the Evolution of Podcasts Will Improve L&D Course Offerings:    Have you been keeping up with the #HRLabs podcast? Join Salomenson as she examines how talent leaders can help make work truly ""work"" for all employees.    As the pandemic continues, it's important for companies to meet their employees where they are. remote workers, that means meeting them in their own home."
1037,"Arts and cultural organizations rose to the occasion during the pandemic. Groups like Lyric Opera of Chicago and The Shed partner with technology leaders like L2 Interact to virtually connect with fans and delight audiences, while keeping the box office happy. Pandemic or no pandemic, they delivered.  Hear their story at #PLAY2021. Register today.  HOW ARTS AND CULTURAL ORGANIZATIONS CONNECT AUDIENCES WITH VIDEO STEPHEN LYNCH Co-President& & Owner L2 WILL RAJ Vice President of IT Lyric Opera of Chicago LAUREN RANSOM Membership Manager The Shed ShedNYC NYC BRIGHTCOVE Hear from these experts and more at PLAY BRIGHTCOVE"
1038,"In this podcast, Hardik Modi takes you on a fascinating journey to examine some threats associated with the #IoT revolution, especially related to the current worldwide pandemic. Learn about mitigation strategies and our latest #ThreatIntelligence report.    Podcast: IoT Revolution Leads to Increased Risk of CyberattacksThis entry was posted in Cybersecurity IoT Podcast on July 21, 2020 by Steven Bowcut In Episode S2E1 - IoT Revolution Leads to Increased Risk of Cyberattacks - we talk with Hardik Modi, Assistant Vice President of Engineering, Threat..."
1039,"Unfortunately, COVID-19 vaccine scams are out there, but there are ways to avoid them! The Federal Trade Commission recommends that you start with your state or local health department to find out how, when, and where to get a COVID-19 vaccine in your community. Also, keep in mind that: * You can't pay to put your name on a list to get the vaccine. * You can't pay to get early access to the vaccine. * No one legitimate will ever call, text, or email about the vaccine and ask for your Social Security, bank account, or credit card number. Learn more at ftc.gov/coronavirus/scams:=: #NationalConsumerProtectionWeek FRAUD EDUCATION Ready to receive your vaccine? Read for tips on how to avoid potential scams. FirstMid BANK BANK&TRUST & RUST"
1040,"How can you simplify your banking? Check out these four ways banking digitally can make life easier.   Months into the pandemic, we continue to see many aspects of our lives transform at an accelerated pace. Banking is no stranger to the digital frontier. By 2006, 80 percent of U.S. banks offered online banking, in turn enabling digital banking to evolve and secure itself as a simple, safe and conven..."
1041,"""They were extremely responsive at a time when we were really in strong need of support as a company."" Leading BioSciences, Inc (LBS), was approaching a critical stage in a Phase 2 clinical drug trial when COVID-19 infection rates, and discussions of lockdowns, began spiking. Having worked with Venue before, LBS reached out to see if, with a little creativity, the online platform could be used as a last-ditch tool to keep the study afloat. The results far surpassed what our client expected, and as Brian Wenzel, Senior Director, put it: ""DFIN will be the new normal for how we plan to monitor studies going forward."" Learn more from our case study here: "
1042,"Training is essential for industrial companies, especially given the general shortage of skilled workers. In Germany, we are nationally recognized for the quality of our training program, and our team was intent on creating new solutions to ensure the apprentice program continued despite COVID-19.  #LYBProud   Training is essential for industrial companies, especially given the general shortage of skilled workers. When approximately 150 apprentices at LyondellBasell's Wesseling/Knapsack site in the south of Cologne, Germany, were sent home in mid-March due to contact restrictions related to COVID-19, su..."
